"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"9842","Recognizing March 6, 2017, as Texas Social Work Day.","2017-03-07 07:40:25","2017-06-05 10:28:35","TXB00053576","upper","tx","85","resolution","SR 341"
"9843","Recognizing the Texas Bison Student Study Group for its efforts in behalf of the State Bison Herd of Texas.","2017-03-07 07:40:25","2017-06-05 10:28:17","TXB00053582","upper","tx","85","resolution","SR 361"
"9844","In memory of Yolanda JoAn Davis.","2017-03-07 07:40:25","2017-06-05 10:28:13","TXB00053589","upper","tx","85","resolution","SR 359"
"9845","Recognizing the Howard Payne University Moot Court team for its performance in a national championship.","2017-03-07 07:40:25","2017-06-05 10:28:49","TXB00053591","upper","tx","85","resolution","SR 382"
"9846","Recognizing Eddie Lucio Jr. for being selected 2017 Border Texan of the Year.","2017-03-07 07:40:26","2017-06-05 10:28:41","TXB00053596","upper","tx","85","resolution","SR 355"
"9847","Recognizing the Southwestern Region of Sigma Gamma Rho Sorority, Incorporated, on the occasion of its 76th Regional Conference.","2017-03-07 07:40:26","2017-06-05 10:28:46","TXB00053600","upper","tx","85","resolution","SR 353"
"9848","Relating to the provision of the reason for rejecting a voter registration application.","2016-12-28 00:23:53","2017-06-05 10:27:42","TXB00048128","upper","tx","85","bill","SB 143"
"9849","Expressing support for the completion of La Entrada al Pacifico international trade corridor.","2017-02-04 05:53:43","2017-06-05 10:28:24","TXB00050561","upper","tx","85","concurrent resolution","SCR 14"
"9850","Relating to limitations on the rate of growth of appropriations.","2017-02-27 06:45:51","2017-06-05 10:28:44","TXB00051047","upper","tx","85","bill","SB 943"
"9851","Relating to the licensing and regulation of a journeyman lineman.","2017-02-27 06:45:52","2017-06-05 10:27:54","TXB00051119","upper","tx","85","bill","SB 961"
"9852","Relating to the regulatory analysis of rules proposed by the Texas Commission on Environmental Quality.","2017-02-27 06:45:53","2017-06-05 10:28:37","TXB00051217","upper","tx","85","bill","SB 939"
"9853","Relating to authorization to enter onto property to survey for a proposed high-speed rail facility.","2017-02-27 06:45:54","2017-06-05 10:27:58","TXB00051301","upper","tx","85","bill","SB 973"
"9854","Relating to eligibility to serve on the appraisal review board of certain appraisal districts.","2017-02-27 06:45:56","2017-06-05 10:28:33","TXB00051382","upper","tx","85","bill","SB 971"
"9855","Granting the legislature permission to adjourn for more than three days during the period beginning on Wednesday, February 22, 2017, and ending on Monday, February 27, 2017.","2017-02-27 06:45:58","2017-06-16 10:12:19","TXB00051536","upper","tx","85","concurrent resolution","SCR 23"
"9856","Relating to health care liability insurance for certain long-term care facilities.","2017-02-27 06:45:59","2017-06-05 10:28:24","TXB00051562","upper","tx","85","bill","SB 934"
"9857","Relating to the authority of the Texas Alcoholic Beverage Commission to offer a civil penalty in lieu of suspending a permit or license.","2017-02-27 06:46:00","2017-06-05 10:28:29","TXB00051609","upper","tx","85","bill","SB 954"
"9858","Relating to warning signs applicable to the carrying of weapons on the premises of certain holders of alcoholic beverage licenses and permits.","2017-02-27 06:46:01","2017-06-05 10:28:50","TXB00051682","upper","tx","85","bill","SB 953"
"9859","Relating to the prosecution of the offenses of sexual assault and aggravated sexual assault.","2017-02-27 06:46:02","2017-06-05 10:28:05","TXB00051760","upper","tx","85","bill","SB 967"
"9860","Relating to the age of criminal responsibility and to certain substantive and procedural matters related to that age.","2017-02-27 06:46:02","2017-06-05 10:28:27","TXB00051791","upper","tx","85","bill","SB 941"
"9861","Relating to taxes imposed on vinous liquor.","2017-02-27 06:46:03","2017-06-05 10:28:30","TXB00051869","upper","tx","85","bill","SB 956"
"9862","Relating to increasing the punishment for an offense committed against a person because of the person's status as a peace officer, a firefighter, or emergency medical services personnel.","2017-02-27 06:46:04","2017-06-05 10:28:49","TXB00051919","upper","tx","85","bill","SB 899"
"9863","Relating to the regulation of prescribed burning by the Texas Commission on Environmental Quality.","2017-02-27 06:46:07","2017-06-05 10:28:23","TXB00052105","upper","tx","85","bill","SB 960"
"9864","Relating to option contracts to acquire real property for high-speed rail projects.","2017-02-27 06:46:08","2017-06-05 10:28:38","TXB00052205","upper","tx","85","bill","SB 974"
"9865","Relating to the establishment of a guardianship court pilot program.","2017-02-27 06:46:08","2017-06-05 10:27:42","TXB00052217","upper","tx","85","bill","SB 963"
"9866","Relating to the nonconfidential status of certain state pension information.","2017-02-27 06:46:09","2017-06-05 10:28:48","TXB00052282","upper","tx","85","bill","SB 930"
"9867","Relating to requiring public institutions of higher education to develop and establish an online reporting system for sex offenses.","2017-02-27 06:46:09","2017-06-05 10:28:41","TXB00052303","upper","tx","85","bill","SB 962"
"9868","Relating to the deadline for filing an application for a writ of habeas corpus in a death penalty case.","2017-02-27 06:46:09","2017-06-05 10:28:04","TXB00052323","upper","tx","85","bill","SB 958"
"9869","Relating to the rates of the taxes imposed on the first sale of ale, malt liquor, and beer; reducing a tax rate.","2017-02-27 06:46:10","2017-06-05 10:28:08","TXB00052404","upper","tx","85","bill","SB 955"
"9870","Celebrating February 28 and March 1, 2017, as Denton County Days.","2017-02-28 07:06:45","2017-06-05 10:28:43","TXB00052445","upper","tx","85","resolution","SR 306"
"9871","Recognizing the 181st anniversary of the adoption of the Texas Declaration of Independence.","2017-03-02 07:02:36","2017-06-05 10:28:45","TXB00052749","upper","tx","85","resolution","SR 339"
"9872","Recognizing March 1, 2017, as University of Houston Day.","2017-03-02 07:02:37","2017-06-05 10:27:58","TXB00052756","upper","tx","85","resolution","SR 305"
"9873","Honoring Bryan Shaw and Danny Shaw.","2017-03-02 07:02:39","2017-06-05 10:28:46","TXB00052765","upper","tx","85","resolution","SR 335"
"9874","Recognizing the 2016-2017 class of Leadership La Porte.","2017-03-02 07:02:39","2017-06-05 10:28:22","TXB00052767","upper","tx","85","resolution","SR 294"
"9875","Recognizing March 1, 2017, as Grand Prairie Day.","2017-03-02 07:02:39","2017-06-05 10:27:54","TXB00052768","upper","tx","85","resolution","SR 331"
"9876","Recognizing Frutoso M. Gomez Jr. on the occasion of his retirement.","2017-03-02 07:02:41","2017-06-05 10:28:36","TXB00052782","upper","tx","85","resolution","SR 338"
"9877","Recognizing the dedication of an Official Texas Historical Marker in honor of James Sherwood Lucas and his son, Alfred T. Lucas.","2017-03-02 07:02:41","2017-06-05 10:27:57","TXB00052785","upper","tx","85","resolution","SR 345"
"9878","Recognizing March 1, 2017, as Presidio County Day.","2017-03-02 07:02:41","2017-06-05 10:28:08","TXB00052789","upper","tx","85","resolution","SR 316"
"9879","Recognizing March 1, 2017, as Texas Tech University System Day.","2017-03-02 07:02:42","2017-06-05 10:28:24","TXB00052799","upper","tx","85","resolution","SR 318"
"9880","In memory of Garland Hartman.","2017-03-02 07:02:43","2017-06-05 10:28:47","TXB00052801","upper","tx","85","resolution","SR 348"
"9881","Recognizing the League City Music Festival and Bar-B-Q Cook-Off.","2017-03-02 07:02:43","2017-06-05 10:28:01","TXB00052802","upper","tx","85","resolution","SR 334"
"9882","Celebrating September 30, 2017, as Czech Heritage Day.","2017-03-02 07:02:43","2017-06-05 10:28:09","TXB00052807","upper","tx","85","resolution","SR 343"
"9883","Recognizing the National Black Law Students Association on the occasion of its 49th Annual Convention.","2017-03-02 07:02:44","2017-06-05 10:27:48","TXB00052817","upper","tx","85","resolution","SR 342"
"9884","Recognizing March 1, 2017, as Andrews County Day.","2017-03-02 07:02:44","2017-06-05 10:28:16","TXB00052821","upper","tx","85","resolution","SR 94"
"9885","Recognizing the 36th Infantry Division of the Texas Army National Guard on the occasion of its 100th anniversary.","2017-03-02 07:02:45","2017-06-05 10:27:54","TXB00052825","upper","tx","85","resolution","SR 344"
"9886","Commemorating Texas Independence Day 2017.","2017-03-02 07:02:45","2017-06-05 10:28:21","TXB00052827","upper","tx","85","resolution","SR 340"
"9887","Recognizing March 1, 2017, as Childhood Cancer Awareness Day.","2017-03-02 07:02:48","2017-06-05 10:27:48","TXB00052854","upper","tx","85","resolution","SR 320"
"9888","Recognizing March 1, 2017, as Galveston County Day.","2017-03-02 07:02:48","2017-06-05 10:28:20","TXB00052856","upper","tx","85","resolution","SR 333"
"9889","Recognizing the month of March as Multiple System Atrophy Awareness Month in Texas.","2017-03-02 07:02:52","2017-06-05 10:28:43","TXB00052887","upper","tx","85","resolution","SR 327"
"9890","Recognizing March 1, 2017, as the Day of the Fallen.","2017-03-02 07:02:53","2017-06-05 10:28:36","TXB00052892","upper","tx","85","resolution","SR 272"
"9891","Recognizing February 28, 2017, as Ward County Day.","2017-03-02 07:02:53","2017-06-05 10:28:43","TXB00052895","upper","tx","85","resolution","SR 336"
"9892","Relating to the authority of peace officers to conduct certain searches.","2016-12-28 00:23:52","2017-06-05 10:28:28","TXB00047937","upper","tx","85","bill","SB 381"
"9893","Relating to the determination of cost of goods sold for purposes of computing the franchise tax.","2016-12-28 00:23:54","2017-06-05 10:28:37","TXB00048427","upper","tx","85","bill","SB 142"
"9894","Relating to the total revenue exemption for the franchise tax.","2017-01-24 05:37:23","2017-06-05 10:28:03","TXB00049770","upper","tx","85","bill","SB 575"
"9895","Relating to the ownership and local regulation of trees and timber.","2017-02-27 06:45:48","2017-06-05 10:28:26","TXB00050878","upper","tx","85","bill","SB 782"
"9896","Relating to the movement of portable building units over a state highway; authorizing a fee.","2017-02-27 06:45:50","2017-06-05 10:28:26","TXB00050954","upper","tx","85","bill","SB 906"
"9897","Relating to a prohibition on the adoption of certain library standards by the Texas State Library and Archives Commission.","2017-02-27 06:45:50","2017-06-05 10:28:28","TXB00050955","upper","tx","85","bill","SB 902"
"9898","Relating to the protection of religious beliefs and moral convictions regarding marriage.","2017-02-27 06:45:53","2017-06-05 10:27:59","TXB00051167","upper","tx","85","bill","SB 893"
"9899","Relating to the disclosure of life-sustaining treatment policies and to life-sustaining treatment for a patient under 18 years of age.","2017-02-27 06:45:53","2017-06-05 10:28:17","TXB00051234","upper","tx","85","bill","SB 883"
"9900","Relating to the prosecution of the offense of operation of unmanned aircraft over correctional facility or critical infrastructure facility.","2017-02-27 06:45:54","2017-06-05 10:28:41","TXB00051276","upper","tx","85","bill","SB 901"
"9901","Relating to a prohibition on converting state highway lanes to tolled or other types of managed lanes.","2017-02-27 06:45:54","2017-06-05 10:27:52","TXB00051281","upper","tx","85","bill","SB 891"
"9902","Relating to named driver insurance policies and certain related exclusions.","2017-02-27 06:45:55","2017-06-05 10:28:07","TXB00051340","upper","tx","85","bill","SB 923"
"9903","Relating to an election of the board of directors of the Ochiltree County Hospital District.","2017-02-27 06:45:55","2017-06-05 10:28:42","TXB00051358","upper","tx","85","bill","SB 897"
"9904","Relating to Medicaid beds in nursing facilities.","2017-02-27 06:45:56","2017-06-05 10:28:01","TXB00051393","upper","tx","85","bill","SB 890"
"9905","Relating to sexual assault and domestic violence awareness training and reporting by cosmetology license holders.","2017-02-27 06:45:57","2017-06-05 10:27:53","TXB00051471","upper","tx","85","bill","SB 918"
"9906","Recognizing February 28, 2017, as Wharton County Day.","2017-02-27 06:45:58","2017-06-05 10:28:17","TXB00051521","upper","tx","85","resolution","SR 278"
"9907","Relating to the regulation of the sale of dextromethorphan to minors; providing civil penalties.","2017-02-27 06:46:00","2017-06-05 10:27:54","TXB00051608","upper","tx","85","bill","SB 916"
"9908","Relating to the limitation on the amount of supplemental payments that a person may agree to provide to a school district or any other entity on behalf of a school district under the Texas Economic Development Act.","2017-02-27 06:46:00","2017-06-05 10:27:56","TXB00051614","upper","tx","85","bill","SB 913"
